Day,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays Harbor,Island,Jefferson,King,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Out of WA,Pacific,Pend Oreille,Pierce,San Juan,Skagit,Skamania,Snohomish,Spokane,Stevens,Thurston,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima
2020-04-15,39,6,266,61,14,258,1,26,29,1,185,0,122,12,163,28,4620,132,14,15,19,2,19,15,0,1,1,1000,13,198,3,1988,278,7,82,2,23,269,12,635
2020-04-16,40,10,283,63,14,265,1,26,34,1,152,0,129,12,164,28,4697,132,14,16,19,2,20,15,0,1,1,1022,13,209,3,2032,286,7,86,2,26,273,13,674
2020-04-17,40,11,295,66,15,277,1,26,34,1,162,0,133,12,165,28,4902,135,14,16,19,2,21,15,0,1,2,1086,13,218,3,2056,298,7,89,2,26,271,14,707
2020-04-18,40,11,306,67,15,277,1,29,34,1,177,0,140,12,165,28,4902,135,14,16,19,2,22,15,0,1,2,1086,15,226,3,2093,302,8,89,2,27,276,15,759
2020-04-19,41,13,313,73,15,277,1,29,34,1,191,0,143,12,166,29,5174,138,14,16,20,2,22,15,0,1,2,1143,15,240,3,2143,307,8,93,2,27,277,15,804
2020-04-20,41,13,314,75,14,296,1,32,32,1,191,0,143,12,166,28,5174,138,14,16,21,2,22,14,0,3,2,1188,15,245,3,2163,313,8,94,2,33,278,13,835
2020-04-21,43,13,326,81,14,306,1,32,59,1,192,0,143,12,166,28,5293,138,14,16,21,2,22,14,0,3,2,1219,15,252,3,2189,315,8,94,2,33,280,13,868
2020-04-22,44,14,338,88,14,313,1,34,61,1,207,0,147,12,168,28,5379,141,14,16,21,2,22,14,0,3,2,1236,15,255,3,2209,317,8,94,2,34,281,13,886
2020-04-23,45,16,365,88,14,291,1,35,63,1,233,0,146,12,160,28,5532,144,14,16,22,2,22,16,0,4,2,1192,14,280,3,2216,320,9,96,2,41,282,13,879
2020-04-24,45,16,383,89,14,293,1,36,69,1,239,0,149,12,160,28,5637,143,14,16,25,2,22,16,0,4,2,1212,14,283,3,2243,330,9,98,2,48,282,14,923
2020-04-25,46,17,399,90,15,296,1,39,70,1,250,0,150,12,161,28,5739,144,14,16,29,2,22,17,0,4,2,1235,14,287,3,2297,345,10,101,2,50,284,14,976
2020-04-26,46,17,405,91,15,297,1,39,72,1,251,0,150,12,160,28,5863,144,14,16,29,2,22,19,0,4,2,1244,14,299,3,2311,347,9,100,2,52,288,14,1015
2020-04-27,46,17,409,93,15,308,1,39,75,1,256,0,152,12,164,28,5945,147,14,16,29,2,23,20,0,4,2,1263,14,305,3,2332,347,9,100,2,55,287,14,1034
2020-04-28,46,17,415,96,17,313,1,39,75,1,265,0,155,12,168,28,6001,148,15,16,29,2,23,21,0,4,2,1293,14,308,3,2365,350,9,100,2,57,293,14,1046
2020-04-29,47,17,422,98,18,317,1,41,77,1,276,0,155,12,168,28,6103,148,14,16,29,2,23,21,0,4,2,1306,14,322,3,2389,353,9,104,2,62,294,14,1082
2020-04-30,47,18,430,108,18,321,1,45,78,1,279,0,159,12,168,28,6207,149,14,17,29,2,23,22,0,4,2,1322,14,329,3,2433,357,9,105,2,67,302,14,1128
2020-05-01,47,18,461,113,18,327,1,47,79,1,309,0,163,12,169,28,6274,150,15,17,29,2,25,21,0,4,2,1339,14,337,3,2453,367,9,106,2,76,305,14,1203
2020-05-02,48,18,494,114,18,328,1,53,82,1,348,0,169,12,169,28,6351,150,15,17,29,2,25,21,0,4,2,1376,14,345,3,2493,366,9,111,2,87,312,14,1272
2020-05-03,48,18,518,118,19,328,1,53,82,1,363,0,170,12,169,28,6449,150,15,18,29,2,26,21,0,4,2,1393,14,354,3,2509,369,9,111,2,88,316,14,1296
2020-05-04,48,18,532,120,18,336,1,59,84,1,377,0,180,12,169,28,6545,150,14,18,29,2,26,21,0,4,2,1414,14,357,3,2537,372,9,113,2,92,317,14,1372
2020-05-05,48,18,537,125,19,337,1,60,84,1,379,0,180,12,168,28,6621,150,14,17,29,2,26,21,0,4,2,1433,14,364,3,2549,373,9,113,2,93,318,14,1389
2020-05-06,49,18,548,137,19,341,1,62,95,1,387,0,179,12,172,28,6704,151,15,18,29,2,26,21,0,4,2,1454,14,379,3,2584,379,9,116,2,96,324,14,1449
2020-05-07,49,18,550,139,19,342,1,62,98,1,401,0,179,13,173,28,6809,154,15,19,30,2,28,21,0,4,2,1496,14,389,3,2627,380,9,115,2,97,328,14,1547
2020-05-08,49,18,559,140,19,347,1,64,102,1,404,0,180,13,172,28,6863,154,15,19,30,2,28,21,0,8,2,1510,14,391,3,2634,381,9,115,3,97,329,15,1579
2020-05-09,49,18,575,143,19,346,1,65,107,1,408,0,181,14,173,29,6947,155,17,19,30,2,28,22,0,9,2,1539,15,397,3,2664,381,9,117,3,99,330,15,1686
2020-05-10,49,18,577,148,19,351,1,66,112,1,412,0,181,13,174,29,7007,155,18,19,30,2,28,25,0,9,2,1562,15,401,3,2681,382,9,121,3,99,333,15,1781
2020-05-11,49,18,586,149,19,352,1,66,114,1,420,0,183,13,174,29,7068,156,40,20,30,2,28,25,0,9,2,1582,15,402,3,2690,384,9,121,4,103,338,15,1864
2020-05-12,50,18,588,150,19,362,1,66,114,1,422,0,183,13,174,29,7137,156,40,21,32,2,29,30,0,9,2,1593,15,406,3,2711,385,9,122,4,106,340,15,1916
2020-05-13,50,18,595,153,19,377,1,66,116,1,422,0,185,13,176,29,7212,156,40,22,33,2,30,29,0,9,2,1604,15,411,3,2720,387,9,122,4,105,341,16,1946
2020-05-14,50,18,605,163,19,380,1,68,120,1,427,0,185,13,176,29,7290,157,39,22,32,2,30,31,0,9,2,1626,15,416,3,2739,393,9,123,4,105,343,16,2002
2020-05-15,50,18,615,170,21,382,1,68,124,1,433,0,185,14,176,29,7325,157,47,22,32,2,30,35,0,9,2,1636,15,423,3,2756,393,9,122,4,105,344,16,2052
2020-05-16,50,18,627,172,21,386,1,68,125,1,441,0,185,15,176,30,7426,159,51,22,34,2,30,37,0,9,2,1654,15,425,3,2773,396,9,123,4,106,347,16,2217
2020-05-17,50,18,633,176,21,388,1,68,126,1,444,0,186,15,176,30,7472,160,52,24,34,2,31,40,0,9,2,1680,15,425,3,2784,400,9,124,4,107,353,16,2253
2020-05-18,50,18,643,178,21,388,1,68,129,1,456,0,187,15,176,30,7515,160,57,24,35,2,33,40,0,9,2,1687,15,426,3,2797,403,9,124,4,107,358,16,2370
2020-05-19,50,18,652,182,21,391,1,69,130,1,464,0,186,15,176,30,7565,161,61,25,35,2,33,40,0,9,2,1704,15,426,3,2818,411,10,124,4,106,359,16,2444
2020-05-20,50,18,660,186,25,392,1,70,132,1,466,0,188,15,176,30,7602,161,66,24,35,2,33,40,0,9,2,1716,15,426,3,2826,415,10,124,4,106,360,16,2518
2020-05-21,50,18,666,198,25,394,1,71,137,1,472,0,188,15,177,30,7630,161,66,24,35,2,33,42,0,9,2,1719,15,426,3,2846,421,10,124,4,106,363,16,2551
2020-05-22,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,7669,160,66,24,35,2,34,42,0,9,2,1728,15,426,3,2863,437,10,124,4,106,363,16,2594
2020-05-23,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,7669,160,66,24,35,2,34,42,0,9,2,1728,15,426,3,2863,437,10,124,4,106,363,16,2594
2020-05-24,53,18,696,229,25,410,1,72,157,1,499,0,190,16,177,30,7783,161,72,24,35,2,34,43,0,9,3,1756,15,426,3,2895,477,10,127,4,107,368,16,2812
2020-05-25,53,19,704,231,25,412,1,73,157,1,503,0,190,16,177,30,7826,161,75,24,35,2,34,44,0,9,3,1762,15,426,3,2904,494,10,129,4,108,369,16,2958
2020-05-26,53,19,727,233,25,421,1,73,157,1,510,0,190,16,177,30,7835,161,75,24,35,2,34,44,0,9,3,1766,15,427,3,2916,497,10,130,4,108,378,16,3008
2020-05-27,53,19,733,236,25,424,1,73,162,1,513,0,194,16,177,30,7863,161,80,24,35,2,34,45,0,9,3,1856,15,428,3,2927,516,10,131,4,108,380,16,3048
2020-05-28,54,19,742,238,25,449,1,73,164,1,523,0,198,16,177,30,7923,161,80,24,35,2,34,47,0,9,3,1884,15,428,3,2937,531,11,132,4,108,383,16,3231
2020-05-29,59,19,757,244,25,477,1,73,167,1,535,0,202,16,178,30,7949,161,83,24,35,2,35,47,0,9,3,1909,15,430,3,2945,555,11,133,4,108,383,16,3369
2020-05-30,62,19,776,246,25,509,1,73,169,1,549,0,203,16,178,30,7993,161,87,24,36,2,35,46,0,9,3,1922,15,432,3,2956,582,11,135,4,109,392,16,3458
2020-05-31,63,19,794,248,25,514,1,73,172,1,574,0,204,17,178,30,8092,161,88,25,37,2,36,49,0,9,3,1937,15,434,3,2967,596,11,147,4,108,396,16,3585
2020-06-01,63,19,810,250,25,516,1,73,172,1,598,0,208,17,178,31,8123,162,88,25,37,2,36,49,0,9,3,1940,15,435,3,2976,600,11,151,4,108,398,16,3749
2020-06-02,63,19,823,250,25,546,1,74,172,1,610,0,208,17,181,31,8177,162,89,28,37,2,36,50,0,9,3,1950,15,438,3,2987,612,11,152,4,110,401,16,3817
2020-06-03,73,19,838,254,27,550,1,76,172,1,632,0,211,18,181,31,8264,163,89,28,37,2,36,52,0,9,3,1968,15,443,4,2991,627,13,154,4,110,402,20,3938
2020-06-04,77,19,852,255,27,550,1,76,173,1,642,0,212,18,181,31,8318,163,88,29,37,2,36,53,0,9,3,1991,15,446,3,2999,648,13,154,4,111,404,20,4031
2020-06-05,78,19,873,260,27,550,1,76,177,1,670,0,214,19,181,31,8371,164,88,30,37,2,37,52,0,9,3,2007,15,450,3,3014,664,13,157,4,111,405,20,4141
2020-06-06,79,19,906,261,27,559,1,78,177,1,704,0,215,19,181,31,8417,165,88,33,37,2,37,56,0,9,3,2019,15,449,3,3025,713,13,163,4,113,409,20,4366
2020-06-07,79,19,930,262,27,562,1,81,178,1,722,0,216,19,181,31,8457,165,89,33,37,2,38,56,0,9,3,2034,15,449,3,3033,727,13,166,4,116,410,20,4509
2020-06-08,79,19,959,262,27,566,1,86,178,1,746,0,218,19,182,31,8496,165,90,35,37,2,38,56,0,9,3,2040,15,450,3,3039,753,13,170,4,116,419,20,4665
2020-06-09,80,19,979,264,27,571,1,89,178,1,764,0,222,19,181,31,8529,170,90,37,37,2,39,56,0,10,3,2050,15,450,3,3064,769,13,171,4,117,420,20,4834
2020-06-10,80,19,979,264,27,571,1,89,178,1,764,0,222,19,181,31,8529,170,90,37,37,2,39,56,0,10,3,2050,15,450,3,3064,769,13,171,4,117,420,20,4834
2020-06-11,89,19,1041,268,28,595,1,101,178,1,826,0,235,19,182,31,8550,170,90,42,37,2,39,56,0,10,3,2078,14,452,3,3075,778,15,172,4,118,428,21,4988
2020-06-12,89,20,1075,271,28,604,1,102,178,1,847,0,241,20,182,31,8611,173,92,42,38,2,39,57,0,11,3,2097,15,454,3,3107,791,15,183,4,118,436,27,5129
2020-06-13,90,20,1106,272,29,611,1,105,180,1,872,0,253,20,182,31,8694,176,92,45,38,2,39,57,0,11,3,2111,15,457,3,3129,804,15,187,4,118,440,27,5265
2020-06-14,91,20,1132,273,29,617,1,107,185,1,896,0,259,20,182,31,8722,176,92,45,38,2,40,57,0,12,3,2134,15,461,3,3136,820,15,190,4,118,448,27,5384
2020-06-15,93,20,1171,273,29,620,1,109,183,1,946,0,264,20,182,32,8785,178,92,46,39,2,40,58,0,12,3,2143,15,463,3,3152,833,15,190,4,120,453,27,5450
2020-06-16,100,20,1218,273,29,629,1,118,183,1,1005,0,268,20,183,32,8850,178,92,49,40,2,40,58,0,12,3,2161,16,464,3,3171,846,15,197,4,122,455,29,5597
2020-06-17,101,20,1236,276,32,630,1,120,184,1,1044,0,310,21,184,32,8885,180,92,49,41,2,41,61,0,12,3,2179,16,469,3,3187,870,16,197,4,124,457,28,5651
2020-06-18,101,20,1268,279,32,638,1,124,189,1,1081,0,328,21,184,32,8963,182,92,52,43,2,41,62,0,12,3,2199,16,474,3,3200,880,16,201,4,127,467,30,5777
2020-06-19,102,20,1313,278,33,635,2,130,186,1,1113,0,348,22,186,33,9061,185,94,51,47,2,41,63,0,12,3,2230,16,479,5,3208,902,16,209,4,129,474,28,5915
2020-06-20,102,20,1360,280,33,642,2,136,188,1,1193,0,354,24,188,33,9154,189,95,51,47,2,42,63,0,12,3,2258,17,482,5,3226,954,16,212,4,132,486,28,6129
2020-06-21,102,20,1426,285,33,647,2,145,193,1,1278,0,373,24,188,33,9211,190,98,51,49,2,42,63,0,12,3,2281,18,485,5,3237,974,17,211,4,135,499,30,6283
2020-06-22,108,20,1437,286,33,654,2,145,196,1,1306,0,376,23,187,33,9253,191,99,52,49,2,43,63,0,13,3,2288,19,485,3,3249,985,17,216,4,140,499,28,6326
2020-06-23,109,20,1463,289,33,660,8,149,195,1,1335,0,405,23,187,33,9366,195,100,53,50,2,43,63,0,13,3,2321,19,486,4,3329,1021,16,221,4,144,521,31,6435
2020-06-24,109,20,1524,293,33,671,8,153,205,1,1406,0,414,24,188,35,9453,198,109,55,52,2,43,63,0,13,3,2361,20,488,3,3346,1069,16,226,4,144,554,30,6490
2020-06-25,110,20,1556,296,33,681,8,158,208,1,1451,0,438,24,191,36,9573,200,112,55,53,2,46,63,0,12,3,2400,19,491,3,3371,1098,16,224,5,147,574,33,6607
2020-06-26,112,20,1581,305,34,685,8,166,216,1,1491,0,447,24,191,36,9672,205,113,56,57,2,45,64,0,12,3,2421,19,493,4,3406,1144,16,224,5,148,588,33,6759
2020-06-27,113,20,1657,314,35,692,8,170,223,1,1555,0,457,25,192,37,9809,211,117,57,60,3,46,67,0,12,3,2465,19,502,4,3431,1179,16,230,5,152,599,37,6828
2020-06-28,130,21,1686,315,36,697,8,170,230,1,1578,0,472,26,192,37,9895,213,122,59,64,3,47,67,0,13,3,2485,19,503,4,3438,1193,17,237,5,158,600,37,6920
2020-06-29,130,21,1718,325,36,700,8,172,233,1,1610,0,487,26,192,38,10019,212,127,60,64,3,47,70,0,13,4,2510,19,512,4,3463,1236,17,241,5,161,615,37,7008
2020-06-30,134,21,1731,330,36,731,8,179,233,1,1640,0,511,27,192,38,10177,221,128,59,65,4,50,77,0,17,4,2564,19,519,5,3508,1344,18,253,5,166,622,38,7071
2020-07-01,142,21,1798,347,36,749,8,187,242,1,1697,0,511,26,193,38,10304,225,131,59,68,4,51,85,0,17,4,2590,19,527,5,3535,1389,18,261,5,170,635,38,7128
2020-07-02,146,21,1854,375,41,768,8,202,253,1,1754,0,518,26,195,38,10535,230,140,66,71,4,52,87,0,18,4,2647,19,528,6,3588,1443,18,272,5,171,649,40,7270
2020-07-03,147,21,1889,388,42,790,8,207,265,1,1793,0,529,26,196,38,10684,239,140,66,70,4,53,88,0,18,4,2701,19,532,7,3639,1529,19,282,5,176,659,38,7349
2020-07-04,150,21,1915,392,42,920,8,204,273,1,1840,0,536,26,197,38,10782,241,140,67,75,4,53,92,0,18,5,2749,19,549,7,3661,1551,19,287,5,177,663,39,7396
2020-07-05,166,21,1956,403,43,922,8,208,279,1,1898,0,552,26,198,39,10941,243,146,67,75,4,53,118,0,18,5,2804,19,549,9,3696,1602,20,289,5,180,667,39,7489
2020-07-06,196,21,2036,436,45,933,8,210,303,1,2038,0,703,31,196,41,11105,248,158,67,77,4,54,152,0,18,5,2848,20,557,10,3722,1708,20,290,5,187,673,39,7634
2020-07-07,203,21,2094,442,46,962,8,218,308,1,2113,0,709,32,198,41,11182,251,160,70,78,4,55,153,0,18,7,2878,20,558,14,3764,1763,20,299,5,193,681,39,7696
2020-07-08,199,21,2123,482,46,990,8,229,325,1,2140,0,720,32,199,41,11284,261,162,73,79,4,55,160,0,18,7,2932,20,567,18,3788,1819,20,304,5,195,685,39,7753
2020-07-09,218,21,2183,491,47,1004,8,234,332,1,2212,0,738,33,202,41,11419,269,165,76,85,4,55,161,0,18,7,2995,20,571,19,3819,1852,21,310,5,199,689,44,7868
2020-07-10,222,21,2238,514,50,1033,8,241,348,2,2281,0,760,38,203,41,11568,277,165,76,89,4,55,179,0,18,8,3059,20,573,22,3859,1903,23,322,5,204,692,44,7934
2020-07-11,222,21,2238,514,50,1033,8,241,348,2,2281,0,760,38,203,41,11568,277,165,76,89,4,55,179,0,18,8,3059,20,573,22,3859,1903,23,322,5,204,692,44,7934
2020-07-12,238,21,2341,553,56,1065,9,268,380,4,2397,1,796,43,206,41,11825,291,176,78,94,4,60,203,0,18,9,3185,20,605,23,3966,2063,27,352,5,219,710,45,8122
2020-07-13,244,21,2387,590,60,1078,9,287,396,4,2465,1,853,51,206,43,12077,306,181,79,101,4,62,232,0,18,12,3257,22,619,28,4033,2133,28,376,5,230,718,45,8325
