Day,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Out of CA,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,MEAN_ALL,MEAN_0,MEAN_1,MEAN_2,SUM_ALL,SUM_0,SUM_1,SUM_2,VAR_ALL,VAR_0,VAR_1,VAR_2,NTP_0,NTP_1,NTP_2,CRESCENT TMP,CRESCENT HUMIDITY,CRESCENT VIS,LEMOORE TMP,LEMOORE HUMIDITY,LEMOORE VIS,HANFORD TMP,HANFORD HUMIDITY,HANFORD VIS,PASOROBLES TMP,PASOROBLES HUMIDITY,PASOROBLES VIS
27/05/2020,63,0,0,0,1,0,22,0,2,53,1,4,0,0,65,10,5,0,916,5,3,0,1,5,0,1,0,0,0,68,0,6,0,0,9,0,0,85,9,0,0,59,53,13,5,1,0,0,44,9,11,0,1,0,25,1,21,2,0,0.035307596,0.211862154,0.023933664,0.008692436,20.61963582,12.71172922,5.265405985,2.642500613,0.018240536,0.14333284,0.000240879,3.55E-05,60,220,304,62.06,21.81330417,16093,100.94,0.121068359,16093,98.96,0.614659193,9656,98.96,0.041197075,16093
28/05/2020,48,0,0,0,0,0,9,4,4,123,1,0,91,0,66,6,4,1,1099,4,16,0,2,7,0,0,40,2,0,98,0,2,0,202,30,9,347,218,29,71,5,59,32,13,1,0,0,0,10,6,13,0,0,0,39,0,24,7,0,0.033204188,0.197169541,0.022924138,0.008572401,19.49085816,11.83017245,5.020386247,2.640299462,0.016563513,0.132523296,0.000240056,3.88E-05,60,219,308,57.92,47.32091544,9656,104,0.192239547,16093,102.02,0.396003565,16093,95,0.901951308,16093
29/05/2020,98,0,0,4,0,0,20,0,0,0,0,0,191,1,69,10,0,0,1818,4,0,0,5,0,0,0,8,0,0,179,0,3,0,145,24,0,120,0,36,16,1,39,0,6,0,0,0,1,0,1,0,0,0,0,9,0,16,0,1,0.038764338,0.215008738,0.0241356,0.008566999,20.15745583,12.9005243,5.140882868,2.116048664,0.020372903,0.141926956,0.000255955,4.49E-05,60,213,247,61.07,29.51869794,16093,105.08,0.065322383,16093,102.02,0.280960297,16093,73.94,7.672213859,16093
30/05/2020,94,0,0,0,0,0,22,1,6,56,2,1,0,0,69,21,-2,0,2068,6,14,0,0,3,0,0,32,1,0,177,0,15,0,0,27,2,166,285,59,0,0,43,13,24,6,0,0,0,8,17,16,1,0,0,0,0,0,3,1,0.044662866,0.261115858,0.024874901,0.008666628,22.95671304,15.66695148,5.149104575,2.140656993,0.025936103,0.170067391,0.000239522,3.94E-05,60,207,247,60.08,34.50582305,16093,87.98,0.161551782,16093,89.96,0.248713912,11265,62.06,26.05115896,16093
31/05/2020,101,0,9,0,0,0,24,0,0,29,0,2,0,0,105,11,0,0,1255,2,33,0,0,0,0,2,21,0,0,161,0,1,0,0,0,0,46,96,56,0,0,0,0,45,1,2,0,0,0,5,45,3,0,0,0,0,0,1,0,0.043633252,0.21957205,0.02443869,0.008594366,19.59133027,13.17432299,4.741105838,1.675901443,0.023431327,0.140305237,0.000229677,3.48E-05,60,194,195,53.84,78.09197166,9119.333333,73.94,2.696301471,16093,75.02,4.06180187,16093,62.06,26.05115896,16093
01/06/2020,80,0,-9,7,0,2,18,1,6,0,0,0,117,0,72,376,0,0,1010,0,0,0,0,0,0,0,15,1,0,213,0,2,0,496,29,0,109,0,-18,50,2,61,0,0,4,0,0,0,0,11,0,0,0,0,53,0,74,0,0,0.03909512,0.219984353,0.024809867,0.009392737,20.99407966,13.19906115,5.334121365,2.46089714,0.019719151,0.140073432,0.000263808,3.99E-05,60,215,262,57.02,26.97811906,16093,78.98,3.062940735,16093,78.98,3.560012236,16093,75.02,4.06180187,16093
02/06/2020,45,0,0,0,0,0,38,0,0,139,1,1,47,0,54,15,5,0,1208,8,18,0,0,18,0,0,26,0,1,100,0,11,0,173,10,1,146,73,17,74,7,23,20,43,0,0,0,1,29,2,6,0,1,0,107,0,12,2,0,0.033946564,0.196507436,0.024733677,0.008665419,19.85873972,11.79044618,5.416675322,2.651618227,0.016566508,0.132353451,0.000252555,3.67E-05,60,219,306,57.92,23.55034393,16093,86,0.993338493,16093,82.94,3.152524271,11265,77,3.20952824,16093
03/06/2020,33,0,0,4,0,0,7,1,0,32,0,1,227,0,42,31,4,0,1042,3,5,0,0,9,0,0,15,11,6,104,0,12,0,0,24,2,149,120,26,98,1,24,28,13,2,1,0,1,1,13,17,0,1,0,22,0,26,0,1,0.036317078,0.213092486,0.023760155,0.008973388,20.4101979,12.78554916,5.013392704,2.611256041,0.018883691,0.142431985,0.000248844,4.20E-05,60,211,291,57.92,20.07587609,16093,93.02,0.47546874,16093,91.04,2.928849674,16093,95,0.117056319,16093
04/06/2020,93,0,0,5,1,0,34,0,2,30,0,1,468,0,44,19,0,0,1431,12,19,0,3,0,0,0,35,2,1,105,0,19,0,148,27,6,0,124,31,-56,9,32,17,18,0,0,0,0,12,14,25,2,0,0,57,1,26,3,0,0.031401077,0.19634666,0.022299964,0.008833981,19.90828288,11.78079962,5.062091863,3.065391403,0.015399822,0.133083474,0.00023288,4.51E-05,60,227,347,55.94,38.38570724,16093,100.94,0.121068359,16093,98.96,0.52880591,16093,102.92,0.027658222,16093
05/06/2020,84,0,0,5,3,0,30,0,4,70,0,0,75,0,72,265,0,1,1376,12,5,0,0,10,0,0,19,3,0,281,0,6,0,474,29,6,280,142,54,26,3,55,23,42,2,2,0,0,6,17,24,3,1,1,33,0,45,0,0,0.036936764,0.213047983,0.023465305,0.00779944,20.27828347,12.78287899,5.514346659,1.981057823,0.019372413,0.142860486,0.000249871,3.81E-05,60,235,254,59,20.04906789,14484,104,0.006885338,16093,100.94,0.311147147,16093,68,21.89872137,16093
06/06/2020,80,0,0,0,0,0,56,0,4,66,1,0,0,2,116,31,0,0,1314,14,21,0,0,14,0,0,27,12,1,257,0,10,0,0,18,3,110,405,14,68,0,31,50,28,5,0,0,0,1,14,24,4,1,0,0,2,13,5,1,0.037190697,0.229150686,0.026162336,0.007852326,22.05408315,13.74904119,5.886525653,2.418516308,0.019526455,0.152539914,0.000205238,3.40E-05,60,225,308,59,24.21454069,16093,86,0.993338493,16093,81.05,4.636088187,12874.5,66.92,11.25846999,16093
07/06/2020,0,0,0,0,0,0,35,0,0,42,0,0,0,0,70,9,0,0,1462,8,20,0,0,0,0,0,65,0,0,119,0,9,0,0,32,0,0,0,35,43,0,0,0,22,5,0,0,3,0,18,25,0,0,0,0,0,29,0,0,0.032654481,0.202009428,0.023387651,0.008342514,20.37639584,12.12056571,5.519485654,2.736344479,0.015638001,0.131141486,0.000249429,3.52E-05,60,236,328,57.92,20.07587609,16093,78.08,0.634361475,16093,80.06,0.894531161,16093,77,0.474495447,16093
08/06/2020,140,0,0,3,0,0,38,0,3,0,1,1,445,0,74,46,0,2,846,9,18,0,3,0,0,1,19,12,0,87,0,10,0,429,19,2,207,274,32,34,8,64,30,31,3,4,0,0,24,11,72,10,1,0,104,0,38,4,0,0.036972345,0.234901244,0.024216907,0.009073423,22.33129629,14.09407466,5.279285662,2.957935974,0.019255766,0.150741916,0.000287055,4.74E-05,60,218,326,59,20.04906789,16093,75.92,0.000206387,16093,75.02,0.064689313,16093,71.96,0.211904044,16093
09/06/2020,40,0,0,3,0,0,68,0,2,94,0,0,120,0,76,38,0,0,1255,0,46,0,0,33,0,0,12,4,0,87,0,10,0,384,36,2,170,0,14,64,3,43,0,44,1,0,0,1,0,11,0,0,2,0,161,0,40,1,0,0.028298397,0.17735649,0.023004965,0.008805282,19.75228144,10.64138937,5.659221439,3.451670628,0.012679774,0.123287623,0.000237171,4.29E-05,60,246,392,60.98,30.33494514,16093,80.06,0.017499786,16093,80.96,0.089217661,16093,82.04,0.0070308,16093
10/06/2020,48,0,0,2,2,0,24,0,0,102,4,0,253,0,72,61,0,1,1166,6,0,0,0,20,0,0,28,4,0,123,0,10,0,321,18,0,176,218,16,50,4,38,47,15,4,1,0,1,27,7,86,2,1,0,51,0,23,1,1,0.030001662,0.192420551,0.023773238,0.008837402,20.61114156,11.54523305,5.61048428,3.455424227,0.014254951,0.134580388,0.0002353,4.17E-05,60,236,391,66.02,17.56771335,16093,89.96,0.031139784,16093,89.96,0.130095326,16093,93.02,0.000581378,16093
11/06/2020,199,0,0,0,4,0,31,0,0,77,0,0,19,0,74,51,1,0,1848,10,16,0,0,4,0,-1,23,2,2,250,0,13,0,329,28,0,149,161,31,79,11,19,46,31,10,1,0,0,26,9,49,2,0,0,43,1,62,13,1,0.031822998,0.195177855,0.023443662,0.009251969,20.43036499,11.71067129,5.509260492,3.210433211,0.015224217,0.133760346,0.000249768,4.06E-05,60,235,347,71.06,10.9203989,16093,96.08,0.131426441,16093,93.92,0.864935727,16093,98.96,0.0116456,16093
12/06/2020,-16,0,0,1,0,0,48,0,2,0,1,0,319,0,114,36,1,0,1570,0,13,0,2,0,0,0,51,5,0,166,0,17,0,250,34,3,234,0,38,56,7,39,0,54,5,0,0,0,0,21,0,0,8,0,89,0,52,0,0,0.032499801,0.196308126,0.022940941,0.008907224,19.95487811,11.77848757,5.299357338,2.877033204,0.015853088,0.132847273,0.000244234,4.01E-05,60,231,323,65.21,24.19278791,15288.5,100.04,0.057778425,16093,93.92,1.924481002,16093,84.92,0.055598617,16093
13/06/2020,1,0,0,0,1,0,44,0,0,152,0,1,433,1,65,35,0,0,1528,10,33,0,0,18,0,0,34,15,0,116,0,14,0,0,12,9,185,316,28,103,0,0,61,40,1,1,0,1,14,21,38,14,1,0,0,0,16,12,1,0.037186024,0.213044371,0.022960955,0.010037071,20.48949919,12.78266228,4.93660526,2.770231646,0.019285592,0.143006714,0.000256799,4.44E-05,60,215,276,62.06,21.81330417,12875,80.06,0.894531161,16093,82.004,1.660957942,2655.4,78.08,0.416100821,16093
14/06/2020,103,0,0,0,0,0,38,0,0,0,0,0,0,0,86,0,0,0,961,0,33,0,0,0,0,0,50,0,0,304,0,14,0,0,37,4,198,126,22,105,0,20,0,40,2,1,0,1,0,30,102,3,0,0,0,1,33,1,0,0.034519749,0.217218096,0.023851587,0.008514993,21.26416531,13.03308575,5.438161915,2.792917639,0.017360205,0.141622567,0.000256745,3.68E-05,60,228,328,64.04,6.807629296,16093,77,0.14552294,16093,77,0.29214511,16093,78.98,0.185287073,16093
15/06/2020,53,0,1,8,0,0,24,0,4,159,8,0,141,1,86,72,2,0,814,28,21,1,0,0,0,0,46,7,3,186,0,18,1,795,41,4,156,170,24,64,23,41,98,33,0,1,0,2,28,6,30,2,6,0,100,0,66,2,1,0.035060135,0.20224565,0.024741216,0.007868296,20.01933702,12.13473899,5.665738557,2.218859479,0.017015416,0.130867881,0.000253077,3.53E-05,60,229,282,66.02,9.037710201,16093,84.92,0.430969462,14484,84.02,0.831578551,14484,86,0.564052287,16093
16/06/2020,108,0,1,6,0,0,43,1,1,82,2,1,91,0,85,0,0,0,1330,24,21,0,9,61,0,0,20,9,2,240,0,21,0,409,31,0,281,120,19,33,9,31,46,24,3,0,0,2,2,7,25,1,1,0,0,0,22,10,1,0.035404757,0.196457845,0.023399364,0.008674117,19.33099737,11.78747072,5.288256321,2.255270332,0.017738737,0.132779135,0.000215347,4.07E-05,60,226,260,59,46.61670283,16093,87.98,1.586668943,16093,89.06,1.953312373,16093,84.92,0.919438845,16093
17/06/2020,52,0,0,2,0,0,45,0,3,0,0,0,89,0,60,39,0,0,2098,25,70,1,0,0,0,0,60,3,0,198,0,21,0,257,67,11,218,0,11,139,20,28,0,34,9,0,0,0,0,9,0,0,0,0,217,0,51,0,0,0.032267832,0.197213949,0.021734874,0.008740884,19.7156456,11.83283692,5.129430244,2.753378436,0.01594332,0.132667523,0.000227697,3.68E-05,60,236,315,62.06,21.81330417,14484,84.02,0.251863592,16093,84.02,0.569440547,16093,82.94,0.052933818,16093
18/06/2020,105,0,0,0,0,0,40,0,4,270,8,1,181,0,78,106,0,0,1088,20,19,0,7,68,0,0,46,4,14,95,0,28,1,516,48,13,440,362,38,39,13,25,138,75,4,11,0,1,124,29,55,8,4,0,123,0,47,37,2,0.038592228,0.228173255,0.023159867,0.009456461,21.30290972,13.69039528,5.002531203,2.609983236,0.020933994,0.153070804,0.000225726,4.63E-05,60,216,276,60.98,21.84989847,8047,86,0.100333931,16093,86,0.253882667,16093,84.92,0.055598617,16093
19/06/2020,64,0,0,4,2,0,37,0,5,129,0,0,85,0,116,81,0,0,1307,19,56,0,0,26,0,0,35,10,4,284,0,16,0,311,36,8,260,258,37,-1,15,43,66,35,10,14,0,0,49,19,151,2,2,0,42,0,82,8,2,0.05311741,0.278462242,0.024683131,0.00827191,22.68113407,16.70773455,4.418280475,1.555119053,0.033155276,0.178070141,0.000233056,3.69E-05,60,179,188,60.98,21.84989847,8047,93.92,0.014936716,16093,93.92,0.041793129,16093,75.02,4.06180187,16093
20/06/2020,222,0,1,0,0,0,92,0,0,58,0,2,56,0,87,0,1,0,2054,0,113,0,0,0,0,0,25,8,0,412,0,14,0,0,93,3,245,134,1,593,0,0,0,60,3,4,0,1,0,13,41,2,0,0,0,1,30,11,1,0.035114597,0.197362216,0.023569596,0.007540403,19.13745515,11.84173295,5.350298192,1.945424013,0.017799251,0.132537281,0.000212542,3.57E-05,60,227,258,57.02,54.13688389,4291.333333,98.06,0.035055213,16093,96.98,0.144136173,16093,73.94,5.551587266,16093
21/06/2020,0,0,0,0,0,0,54,0,0,0,0,0,0,0,97,34,0,2,1705,0,80,0,0,52,0,0,44,0,0,434,0,12,0,0,91,6,197,310,0,0,0,0,0,89,10,1,0,1,0,18,85,0,0,0,0,2,81,9,0,0.038716505,0.217867402,0.02346024,0.009242918,20.36488153,13.07204414,4.926650342,2.366187043,0.020174476,0.1412386,0.000239819,4.48E-05,60,210,256,62.06,51.8987084,9656,98.06,0.035055213,16093,98.06,0.287548016,16093,82.94,1.628301692,16093
22/06/2020,83,0,9,17,0,0,75,0,15,240,0,2,0,1,75,67,5,0,2603,20,140,0,8,45,0,3,66,15,7,173,0,17,0,1022,83,11,205,302,127,-119,38,104,127,59,0,5,0,1,73,32,40,60,19,0,131,0,84,17,1,0.034894106,0.203203558,0.024083419,0.008545246,19.99432283,12.19221345,5.298352279,2.503757104,0.016940074,0.130451842,0.000241505,3.89E-05,60,220,293,59,33.82356895,9656,96.08,0.411393732,16093,98.06,0.410263508,16093,93.02,0.558982413,16093
23/06/2020,260,0,-6,8,1,4,85,1,5,187,24,1,470,2,84,0,1,4,2495,25,99,3,0,49,0,0,50,0,10,142,0,15,0,631,131,4,649,198,34,160,11,76,63,121,26,2,0,1,87,50,75,-36,1,0,257,2,131,19,0,0.039153058,0.199045284,0.023461711,0.008057902,18.71516177,11.94271702,5.185038052,1.587406699,0.020157103,0.131811852,0.000235472,3.78E-05,60,221,197,60.98,25.4102166,8047,100.04,0.279640592,16093,98.96,0.439925305,16093,73.04,5.166507647,16093
24/06/2020,8,0,3,8,0,3,69,0,3,220,8,9,279,0,59,76,0,0,1121,11,121,0,10,31,0,0,56,12,0,279,0,22,1,474,66,6,397,332,30,182,20,60,81,105,8,4,0,1,44,21,75,2,5,0,99,1,99,20,6,0.038125668,0.199094574,0.023112597,0.009413,18.98658258,11.94567445,4.92298322,2.117924914,0.019370565,0.131781299,0.000244968,5.35E-05,60,213,225,60.98,35.06642545,9656,102.02,0.160323375,16093,100.94,1.1304402,16093,78.98,2.548312547,16093
25/06/2020,107,0,1,6,0,2,53,0,5,161,13,5,195,0,74,50,1,74,1944,13,103,1,2,50,0,0,19,7,9,495,0,23,0,237,72,3,362,335,48,142,16,35,41,56,7,4,0,0,30,18,82,13,3,0,113,7,27,22,2,0.034744943,0.197012985,0.022507798,0.009163139,19.42242321,11.82077913,5.109270234,2.492373846,0.017350284,0.132567715,0.000240644,5.06E-05,60,227,272,60.08,43.57049135,11265,102.02,0.280960297,16093,100.04,1.920535772,16093,78.98,3.062940735,16093
26/06/2020,111,0,0,10,3,1,100,0,0,321,0,2,94,2,118,14,0,83,1814,32,63,1,2,33,0,0,13,12,7,449,0,14,0,501,154,4,521,440,103,147,19,53,111,96,7,1,0,0,24,32,69,7,0,0,59,0,49,30,6,0.033912776,0.184113486,0.022608684,0.008989985,18.44855036,11.04680914,5.064345147,2.337396067,0.016099701,0.120887048,0.000238345,4.99E-05,60,224,260,60.08,34.50582305,6437,100.94,0.364263891,16093,100.04,1.072156115,16093,73.04,6.195616026,16093
27/06/2020,0,0,0,0,0,0,12,1,0,100,0,0,203,-2,40,20,3,48,1994,0,110,0,0,0,0,0,15,0,0,502,0,18,0,0,0,7,0,436,68,62,0,34,-30,0,5,4,0,1,0,0,60,5,0,0,0,0,108,20,4,0.040434776,0.228760825,0.024775869,0.009017947,21.26869222,13.7256495,5.252484143,2.290558569,0.021906158,0.152638526,0.000253081,4.34E-05,60,212,254,62.06,21.81330417,6437,100.04,0.907709208,16093,100.04,0.907709208,16093,84.02,2.025871491,16093
28/06/2020,177,0,1,0,0,0,114,0,0,0,0,0,0,3,138,0,6,0,2533,0,190,0,0,0,0,0,104,0,0,146,0,16,0,0,110,0,211,497,44,0,0,0,0,178,0,4,0,0,0,86,115,8,0,0,0,6,83,21,4,0.040437532,0.235533195,0.024548172,0.010083399,22.2406427,14.13199173,5.376049751,2.732601218,0.02096676,0.149994134,0.000269271,5.06E-05,60,219,271,57.92,23.55034393,8047,105.08,0.247643034,16093,102.92,0.942901807,16093,78.98,3.560012236,16093
29/06/2020,92,0,1,25,0,18,169,0,20,337,16,4,146,1,70,76,5,9,3040,73,274,2,0,0,0,1,57,40,5,456,0,16,1,991,228,8,296,498,49,198,59,58,184,103,0,7,0,1,8,26,50,16,13,0,167,0,213,26,6,0.036019352,0.219491136,0.023366324,0.009125877,21.21539813,13.16946819,5.280789196,2.765140742,0.018110565,0.140816698,0.000237505,4.09E-05,60,226,303,57.02,32.55672904,8047,91.04,0.00018696,16093,91.04,0.478460453,16093,64.04,9.77126636,16093
30/06/2020,202,0,0,0,0,11,161,0,0,0,0,0,55,0,107,0,4,0,2892,0,0,1,2,155,0,1,37,7,0,779,0,41,1,662,219,0,753,317,42,565,44,91,0,105,30,0,0,0,0,18,0,0,0,0,284,0,186,0,0,0.032300829,0.196867637,0.023431388,0.009031515,20.38182321,11.81205824,5.553238921,3.016526051,0.015446976,0.132829205,0.000235822,4.38E-05,60,237,334,58.46,28.76659122,6437,86,0.129174745,16093,84.92,0.430969462,16093,78.08,1.128916774,16093
01/07/2020,192,0,2,21,8,13,116,1,20,478,12,0,281,1,113,110,19,4,1815,53,184,1,7,152,0,0,49,16,4,570,0,40,1,745,174,26,196,474,45,58,31,79,0,202,20,17,0,3,276,49,145,21,7,0,167,2,170,50,23,0.039513906,0.230832786,0.023320509,0.008468474,21.13993989,13.84996718,5.130511945,2.159460768,0.021574589,0.151829054,0.000243236,3.94E-05,60,220,255,57.92,23.55034393,8047,95,0.022598553,16093,93.02,0.389966363,16093,89.96,0.164458658,16093
02/07/2020,228,0,2,17,13,11,78,0,8,337,7,5,301,0,171,79,6,1,2127,25,52,0,0,77,0,-1,57,11,6,652,0,30,1,679,162,18,406,584,71,384,33,65,365,178,11,6,0,0,74,44,81,9,6,0,198,13,144,28,9,0.029871278,0.159577886,0.023571776,0.0084917,17.74353928,9.574673131,5.680798115,2.488068033,0.013186964,0.111897823,0.000226087,3.67E-05,60,241,293,55.94,27.14640005,6437,96.98,0.050486128,16093,96.08,0.233129844,16093,64.94,12.59574129,16093
03/07/2020,88,0,0,0,0,0,106,0,0,0,0,6,155,1,161,0,0,0,14,0,264,0,0,64,0,0,43,0,0,713,0,32,0,730,0,0,524,489,57,176,26,65,0,99,7,0,0,0,0,38,0,0,0,0,106,0,0,0,0,0.033847887,0.193103377,0.023244714,0.007998324,18.95481697,11.58620259,5.137081856,2.231532522,0.017334751,0.133805784,0.000235213,3.89E-05,60,221,279,59,20.04906789,6437,95,0.004054198,16093,95,0.007493704,16093,73.04,3.013359204,16093
04/07/2020,84,0,5,0,0,0,132,7,20,225,0,0,60,0,30,17,2,8,20,12,9,0,0,0,0,4,124,32,6,413,0,42,0,0,445,8,0,0,0,0,0,95,0,228,38,13,0,0,0,92,140,37,0,0,0,0,0,30,3,0.035042439,0.200043537,0.02374053,0.008403676,19.48359589,12.00261224,5.127954492,2.353029154,0.017451407,0.13158416,0.00024077,3.76E-05,60,216,280,59,29.10256433,8047,93.92,0.290107434,16093,95,0.176163475,16093,84.02,0.126005124,16093
05/07/2020,299,0,0,0,0,0,98,0,0,259,0,0,0,0,115,34,0,0,7198,0,0,0,0,0,0,0,149,0,0,663,0,49,0,0,232,8,1246,1030,0,0,0,0,0,196,2,6,0,0,0,0,129,9,0,0,0,0,0,64,0,0.032858097,0.199595612,0.023427881,0.008372268,19.78057415,11.97573672,5.08385024,2.720987193,0.016190069,0.131895489,0.000254499,3.45E-05,60,217,325,57.92,34.15526416,9656,96.98,0.003237949,16093,98.06,0.009507393,16093,98.96,0.0116456,16093
06/07/2020,0,0,2,0,0,0,216,0,0,0,0,0,151,0,124,39,9,0,1546,0,90,4,0,0,0,2,87,60,0,1028,0,34,0,1105,0,0,423,0,216,0,64,63,0,135,2,0,0,1,0,0,0,0,0,0,382,0,549,0,22,0.032824051,0.199647726,0.023352495,0.00796751,19.59595834,11.97886354,5.067491461,2.549603339,0.01632697,0.131882348,0.000244192,3.16E-05,60,217,320,57.92,39.68247487,9656,98.96,0.008631449,16093,98.06,0.107607934,16093,98.06,0.004052574,16093
07/07/2020,70,0,1,69,8,16,214,0,38,814,24,10,153,1,174,82,2,25,4194,135,180,0,7,351,0,1,88,12,22,1010,0,27,2,546,330,19,587,852,28,1126,43,93,481,70,42,9,0,0,350,107,229,23,6,0,166,14,69,46,11,0.034067095,0.19545572,0.023609694,0.008476751,19.58857964,11.72734319,5.453839222,2.407397222,0.016911166,0.133351079,0.000234192,4.03E-05,60,231,284,55.94,53.5033321,11265,96.08,0.020121262,16093,96.08,0.043078663,16093,89.06,0.020135324,16093
08/07/2020,320,0,1,20,0,12,149,0,16,357,7,3,121,0,216,68,2,0,2492,144,243,0,6,0,0,1,31,5,4,1333,0,32,2,856,210,12,654,264,51,217,37,51,66,74,2,8,0,1,96,21,115,48,4,0,123,1,0,37,15,0.031422307,0.179898203,0.022763397,0.008625394,18.82196207,10.7938922,5.440451799,2.587618068,0.014677684,0.122273896,0.00023568,3.50E-05,60,239,300,57.92,47.32091544,12875,91.04,0.09463309,16093,91.94,0.066941127,16093,89.96,0.083052997,16093
